This is the status file for DejaVu fonts
($Id$)

original = present in original Bitstream Vera 1.10
<version> = added in DejaVu fonts <version>

U+0020 space                original
U+00c6 AE                   original
U+00c7 Ccedilla             original
U+00c8 Egrave               original
U+00c9 Eacute               original
U+00ca Ecircumflex          original
U+00cb Edieresis            original
U+00cc Igrave               original
U+00cd Iacute               original
U+00ce Icircumflex          original
U+00cf Idieresis            original
U+00d0 Eth                  original
U+00d1 Ntilde               original
U+00d2 Ograve               original
U+00d3 Oacute               original
U+00d4 Ocircumflex          original
U+00d5 Otilde               original
U+00d6 Odieresis            original
U+00d7 multiply             original
U+00d8 Oslash               original
U+00d9 Ugrave               original
U+00da Uacute               original
U+00db Ucircumflex          original
U+00dc Udieresis            original
U+00dd Yacute               original
U+00de Thorn                original
U+00df germandbls           original
U+00e0 agrave               original
U+00e1 aacute               original
U+00e2 acircumflex          original
U+00e3 atilde               original
U+00e4 adieresis            original
U+00e5 aring                original
U+00e6 ae                   original
U+00e7 ccedilla             original
U+00e8 egrave               original
U+00e9 eacute               original
U+00ea ecircumflex          original
U+00eb edieresis            original
U+00ec igrave               original
U+00ed iacute               original
U+00ee icircumflex          original
U+00ef idieresis            original
U+00f0 eth                  original
U+00f1 ntilde               original
U+00f2 ograve               original
U+00f3 oacute               original
U+00f4 ocircumflex          original
U+00f5 otilde               original
U+00f6 odieresis            original
U+00f7 divide               original
U+00f8 oslash               original
U+00f9 ugrave               original
U+00fa uacute               original
U+00fb ucircumflex          original
U+00fc udieresis            original
U+00fd yacute               original
U+00fe thorn                original
U+00ff ydieresis            original
U+0100 Amacron              1.2.2
U+0101 amacron              1.2.2
U+0102 Abreve               1.2.2
U+0103 abreve               1.2.2
U+0104 Aogonek              1.2.2
U+0105 aogonek              1.2.2
U+0106 Cacute               original
U+0107 cacute               original
U+0108 Ccircumflex          1.2.2
U+0109 ccircumflex          1.2.2
U+010a Cdotaccent           1.2.2
U+010b cdotaccent           1.2.2
U+010c Ccaron               original
U+010d ccaron               original
U+010e Dcaron               1.0
U+010f dcaron               1.0
U+0110 Dcroat               1.2.2
U+0111 dcroat               original
U+0112 Emacron              1.2.2
U+0113 emacron              1.2.2
U+0114 Ebreve               1.2.2
U+0115 ebreve               1.2.2
U+0116 Edotaccent           1.2.2
U+0117 edotaccent           1.2.2
U+0118 Eogonek              1.2.2
U+0119 eogonek              1.2.2
U+011a Ecaron               1.0
U+011b ecaron               1.0
U+011c Gcircumflex          1.2.2
U+011d gcircumflex          1.2.2
U+011e Gbreve               original
U+011f gbreve               original
U+0120 Gdotaccent           1.2.2
U+0121 gdotaccent           1.2.2
U+0122 Gcommaaccent         1.2.2
U+0123 gcommaaccent         1.2.2
U+0124 Hcircumflex          1.2.2
U+0125 hcircumflex          1.2.2
U+0126 Hbar                 1.2.2
U+0127 hbar                 1.2.2
U+0128 Itilde               1.2.2
U+0129 itilde               1.2.2
U+012a Imacron              1.2.2
U+012b imacron              1.2.2
U+012c Ibreve               1.2.2
U+012d ibreve               1.2.2
U+012e Iogonek              1.2.2
U+012f iogonek              1.2.2
U+0130 Idotaccent           original
U+0131 dotlessi             original
U+0132 IJ                   1.2.2
U+0133 ij                   1.2.2
U+0134 Jcircumflex          1.2.2
U+0135 jcircumflex          1.2.2
U+0136 Kcommaaccent         1.2.2
U+0137 kcommaaccent         1.2.2
U+0138 kgreenlandic         1.2.2
U+0139 Lacute               1.1
U+013a lacute               1.1
U+013b Lcommaaccent         1.2.2
U+013c lcommaaccent         1.2.2
U+013d Lcaron               1.1
U+013e lcaron               1.1
U+013f Ldot                 1.2
U+0140 ldot                 1.2
U+0141 Lslash               original
U+0142 lslash               original
U+0143 Nacute               1.2.2
U+0144 nacute               1.2.2
U+0145 Ncommaaccent         1.2.2
U+0146 ncommaaccent         1.2.2
U+0147 Ncaron               1.0
U+0148 ncaron               1.0
U+0149 napostrophe          1.2.2
U+014a Eng                  1.2.2
U+014b eng                  1.2.2
U+014c Omacron              1.2.2
U+014d omacron              1.2.2
U+014e Obreve               1.2.2
U+014f obreve               1.2.2
U+0150 Ohungarumlaut        1.2.2
U+0151 ohungarumlaut        1.2.2
U+0152 OE                   original
U+0153 oe                   original
U+0154 Racute               1.1
U+0155 racute               1.1
U+0156 Rcommaaccent         1.2.2
U+0157 rcommaaccent         1.2.2
U+0158 Rcaron               1.0
U+0159 rcaron               1.0
U+015a Sacute               1.2.2
U+015b sacute               1.2.2
U+015c Scircumflex          1.2.2
U+015d scircumflex          1.2.2
U+015e Scedilla             original
U+015f scedilla             original
U+0160 Scaron               original
U+0161 scaron               original
U+0162 Tcommaaccent         1.2.2
U+0163 tcommaaccent         1.2.2
U+0164 Tcaron               1.0
U+0165 tcaron               1.0
U+0166 Tbar                 1.2.2
U+0167 tbar                 1.2.2
U+0168 Utilde               1.2.2
U+0169 utilde               1.2.2
U+016a Umacron              1.2.2
U+016b umacron              1.2.2
U+016c Ubreve               1.2.2
U+016d ubreve               1.2.2
U+016e Uring                1.0
U+016f uring                1.0
U+0170 Uhungarumlaut        1.2.2
U+0171 uhungarumlaut        1.2.2
U+0172 Uogonek              1.2.2
U+0173 uogonek              1.2.2
U+0174 Wcircumflex          1.2
U+0175 wcircumflex          1.2
U+0176 Ycircumflex          1.2
U+0177 ycircumflex          1.2
U+0178 Ydieresis            original
U+0179 Zacute               1.2.2
U+017a zacute               1.2.2
U+017b Zdotaccent           1.2.2
U+017c zdotaccent           1.2.2
U+017d Zcaron               original
U+017e zcaron               original
U+017f longs                1.2.2
U+0180 uni0180              1.2.2
U+0181 uni0181              1.2.2
U+0182 uni0182              1.2.2
U+0183 uni0183              1.2.2
U+0184 uni0184              1.2.2
U+0185 uni0185              1.2.2
U+0186 uni0186              1.2.2
U+0187 uni0187              1.2.2
U+0188 uni0188              1.2.2
U+0189 uni0189              1.2.2
U+018a uni018A              1.2.2
U+018b uni018B              1.2.2
U+018c uni018C              1.2.2
U+018d uni018D              1.2.2
U+018e uni018E              1.2.2
U+018f uni018F              1.2.2
U+0190 uni0190              1.2.2
U+0191 uni0191              1.2.2
U+0192 florin               original
U+0193 uni0193              1.2.2
U+0194 uni0194              1.2.2
U+0195 uni0195              1.2.2
U+0196 uni0196              1.2.2
U+0197 uni0197              1.2.2
U+0198 uni0198              1.2.2
U+0199 uni0199              1.2.2
U+019a uni019A              1.2.2
U+019b uni019B              1.2.2
U+019c uni019C              1.2.2
U+019d uni019D              1.2.2
U+019e uni019E              1.2.2
U+019f uni019F              1.2.2
U+01a0 Ohorn                1.2.2
U+01a1 ohorn                1.2.2
U+01a2 uni01A2              1.2.2
U+01a3 uni01A3              1.2.2
U+01a4 uni01A4              1.2.2
U+01a5 uni01A5              1.2.2
U+01a6 uni01A6              1.2.2
U+01a7 uni01A7              1.2.2
U+01a8 uni01A8              1.2.2
U+01a9 uni01A9              1.2.2
U+01aa uni01AA              1.2.2
U+01ab uni01AB              1.2.2
U+01ac uni01AC              1.2.2
U+01ad uni01AD              1.2.2
U+01ae uni01AE              1.2.2
U+01af Uhorn                1.2.2
U+01b0 uhorn                1.2.2
U+01b1 uni01B1              1.2.2
U+01b2 uni01B2              1.2.2
U+01b3 uni01B3              1.2.2
U+01b4 uni01B4              1.2.2
U+01b5 uni01B5              1.2.2
U+01b6 uni01B6              1.2.2
U+01b7 uni01B7              1.2.2
U+01b8 uni01B8              1.2.2
U+01b9 uni01B9              1.2.2
U+01ba uni01BA              1.2.2
U+01bb uni01BB              1.2.2
U+01bc uni01BC              1.2.2
U+01bd uni01BD              1.2.2
U+01be uni01BE              1.2.2
U+01bf uni01BF              1.2.2
U+01c0 uni01C0              1.2.2
U+01c1 uni01C1              1.2.2
U+01c2 uni01C2              1.2.2
U+01c3 uni01C3              1.2.2
U+01c4 uni01C4              1.9 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.4 (Sans ExtraLight, Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic) 2.23 (Serif Italic Condensed)
U+01c5 uni01C5              1.9 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.4 (Sans ExtraLight, Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic) 2.23 (Serif Italic Condensed)
U+01c6 uni01C6              1.9 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.4 (Sans ExtraLight, Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic) 2.23 (Serif Italic Condensed)
U+01c7 uni01C7              1.9 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.4 (Sans ExtraLight, Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic) 2.23 (Serif Italic Condensed)
U+01c8 uni01C8              1.9 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.4 (Sans ExtraLight, Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic) 2.23 (Serif Italic Condensed)
U+01c9 uni01C9              1.9 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.4 (Sans ExtraLight, Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic) 2.23 (Serif Italic Condensed)
U+01ca uni01CA              1.9 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.4 (Sans ExtraLight, Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic) 2.23 (Serif Italic Condensed)
U+01cb uni01CB              1.9 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.4 (Sans ExtraLight, Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic) 2.23 (Serif Italic Condensed)
U+01cc uni01CC              1.9 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.4 (Sans ExtraLight, Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic) 2.23 (Serif Italic Condensed)
U+01cd uni01CD              1.2.2
U+01ce uni01CE              1.2.2
U+01cf uni01CF              1.2.2
U+01d0 uni01D0              1.2.2
U+01d1 uni01D1              1.2.2
U+01d2 uni01D2              1.2.2
U+01d3 uni01D3              1.2.2
U+01d4 uni01D4              1.2.2
U+01d5 uni01D5              1.2.2
U+01d6 uni01D6              1.2.2
U+01d7 uni01D7              1.2.2
U+01d8 uni01D8              1.2.2
U+01d9 uni01D9              1.2.2
U+01da uni01DA              1.2.2
U+01db uni01DB              1.2.2
U+01dc uni01DC              1.2.2
U+01dd uni01DD              1.2.2
U+01de uni01DE              1.2.2 (Sans Code, Sans Code Bold, Sans Code Bold Oblique) 2.4 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans ExtraLight, Sans Oblique, Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic) 2.22 (Sans Mono, Sans Mono Bold, Sans Mono Bold Oblique) 2.23 (Serif Italic Condensed)
U+01df uni01DF              1.2.2
U+01e0 uni01E0              1.2.2
U+01e1 uni01E1              1.2.2
U+01e2 uni01E2              1.2.2
U+01e3 uni01E3              1.2.2
U+01e4 uni01E4              2.4 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.7 (Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic) 2.23 (Serif Italic Condensed) 2.26 (Sans ExtraLight)
U+01e5 uni01E5              2.4 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.7 (Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic) 2.23 (Serif Italic Condensed) 2.26 (Sans ExtraLight)
U+01e6 Gcaron               1.2.2
U+01e7 gcaron               1.2.2
U+01e8 uni01E8              1.2.2
U+01e9 uni01E9              1.2.2
U+01ea uni01EA              1.2.2
U+01eb uni01EB              1.2.2
U+01ec uni01EC              1.2.2
U+01ed uni01ED              1.2.2
U+01ee uni01EE              1.2.2
U+01ef uni01EF              1.2.2
U+01f0 uni01F0              1.2.2 (Sans Code, Sans Code Bold) 2.4 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans ExtraLight, Sans Oblique, Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic) 2.13 (Sans Mono) 2.22 (Sans Mono Bold) 2.23 (Serif Italic Condensed)
U+01f1 uni01F1              2.2 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.4 (Sans ExtraLight, Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic) 2.23 (Serif Italic Condensed)
U+01f2 uni01F2              2.2 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.4 (Sans ExtraLight, Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic) 2.23 (Serif Italic Condensed)
U+01f3 uni01F3              2.2 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.4 (Sans ExtraLight, Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic) 2.23 (Serif Italic Condensed)
U+01f4 uni01F4              1.2.2
U+01f5 uni01F5              1.2.2
U+01f6 uni01F6              1.2.2
U+01f7 uni01F7              2.5 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.32 (Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic)
U+01f8 uni01F8              1.2.2
U+01f9 uni01F9              1.2.2
U+01fa Aringacute           2.4 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans ExtraLight, Sans Oblique) 2.7 (Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic) 2.23 (Serif Italic Condensed)
U+01fb aringacute           2.4 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans ExtraLight, Sans Oblique) 2.7 (Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic) 2.23 (Serif Italic Condensed)
U+01fc AEacute              1.2.2
U+01fd aeacute              1.2.2
U+01fe Oslashacute          1.2.2
U+01ff oslashacute          1.2.2
U+0200 uni0200              1.2.2
U+0201 uni0201              1.2.2
U+0202 uni0202              1.2.2
U+0203 uni0203              1.2.2
U+0204 uni0204              1.2.2
U+0205 uni0205              1.2.2
U+0206 uni0206              1.2.2
U+0207 uni0207              1.2.2
U+0208 uni0208              1.2.2
U+0209 uni0209              1.2.2
U+020a uni020A              1.2.2
U+020b uni020B              1.2.2
U+020c uni020C              1.2.2
U+020d uni020D              1.2.2
U+020e uni020E              1.2.2
U+020f uni020F              1.2.2
U+0210 uni0210              1.2.2
U+0211 uni0211              1.2.2
U+0212 uni0212              1.2.2
U+0213 uni0213              1.2.2
U+0214 uni0214              1.2.2
U+0215 uni0215              1.2.2
U+0216 uni0216              1.2.2
U+0217 uni0217              1.2.2
U+0218 Scommaaccent         1.2.2
U+0219 scommaaccent         1.2.2
U+021a uni021A              1.2.2
U+021b uni021B              1.2.2
U+021c uni021C              1.2.2
U+021d uni021D              1.2.2
U+021e uni021E              1.2.2
U+021f uni021F              1.2.2
U+0220 uni0220              1.2.2 (Sans Code, Sans Code Bold) 2.5 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.16 (Serif, Serif Bold, Serif Bold Italic, Serif Italic) 2.17 (Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic) 2.18 (Sans Mono, Sans Mono Bold) 2.23 (Serif Italic Condensed)
U+0221 uni0221              1.2.2
U+0222 uni0222              2.5 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.32 (Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic)
U+0223 uni0223              2.5 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.32 (Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic)
U+0224 uni0224              1.2.2
U+0225 uni0225              1.2.2
U+0226 uni0226              1.2.2
U+0227 uni0227              1.2.2
U+0228 uni0228              1.2.2
U+0229 uni0229              1.2.2
U+022a uni022A              1.2.2
U+022b uni022B              1.2.2
U+022c uni022C              1.2.2
U+022d uni022D              1.2.2
U+022e uni022E              1.2.2
U+022f uni022F              1.2.2
U+0230 uni0230              1.2.2
U+0231 uni0231              1.2.2
U+0232 uni0232              1.2.2
U+0233 uni0233              1.2.2
U+0234 uni0234              1.2.2
U+0235 uni0235              1.2.2
U+0236 uni0236              1.2.2
U+0237 dotlessj             1.2.2
U+0238 uni0238              1.2.2
U+0239 uni0239              1.2.2
U+023a uni023A              1.2.2
U+023b uni023B              1.2.2
U+023c uni023C              1.2.2
U+023d uni023D              1.2.2
U+023e uni023E              1.2.2
U+023f uni023F              1.2.2
U+0240 uni0240              1.2.2
U+0241 uni0241              1.2.2
U+0242 uni0242              2.10 (Sans, Sans Bold, Sans Bold Oblique, Sans Oblique, Serif, Serif Bold, Serif Bold Italic, Serif Italic) 2.11 (Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic) 2.23 (Serif Italic Condensed)
U+0243 uni0243              1.2.2
U+0244 uni0244              1.2.2
U+0245 uni0245              1.2.2
U+0246 uni0246              2.9 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.32 (Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic)
U+0247 uni0247              2.9 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.32 (Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic)
U+0248 uni0248              2.9 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.26 (Sans ExtraLight) 2.32 (Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic)
U+0249 uni0249              2.9 (Sans, Sans Bold, Sans Bold Oblique, Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique, Sans Oblique) 2.26 (Sans ExtraLight) 2.32 (Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic)
U+024a uni024A              2.10 (Sans, Sans Bold, Sans Bold Oblique, Sans Oblique) 2.11 (Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique) 2.32 (Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic)
U+024b uni024B              2.10 (Sans, Sans Bold, Sans Bold Oblique, Sans Oblique) 2.11 (Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique) 2.26 (Sans ExtraLight) 2.32 (Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic)
U+024c uni024C              1.2.2
U+024d uni024D              1.2.2
U+024e uni024E              2.10 (Sans, Sans Bold, Sans Bold Oblique, Sans Oblique) 2.11 (Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique) 2.32 (Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic)
U+024f uni024F              2.10 (Sans, Sans Bold, Sans Bold Oblique, Sans Oblique) 2.11 (Sans Condensed, Sans Condensed Bold, Sans Condensed Bold Oblique, Sans Condensed Oblique) 2.32 (Serif, Serif Bold, Serif Bold Italic, Serif Condensed, Serif Condensed Bold, Serif Condensed Bold Italic, Serif Condensed Italic, Serif Italic)
U+0250 uni0250              1.2.2
U+0251 uni0251              1.2.2
U+0252 uni0252              1.2.2
U+0253 uni0253              1.2.2
U+0254 uni0254              1.2.2
U+0255 uni0255              1.2.2
U+0256 uni0256              1.2.2
U+0257 uni0257              1.2.2
U+0258 uni0258              1.2.2
U+0259 uni0259              1.2.2
U+025a uni025A              1.2.2
U+025b uni025B              1.2.2
U+025c uni025C              1.2.2
U+025d uni025D              1.2.2
U+025e uni025E              1.2.2
U+025f uni025F              1.2.2
U+0260 uni0260              1.2.2
U+0261 uni0261              1.2.2
U+0262 uni0262              1.2.2
U+0263 uni0263              1.2.2
U+0264 uni0264              1.2.2
U+0265 uni0265              1.2.2
U+0266 uni0266              1.2.2
U+0267 uni0267              1.2.2
U+0268 uni0268              1.2.2
U+0269 uni0269              1.2.2
U+026a uni026A              1.2.2
U+026b uni026B              1.2.2
U+026c uni026C              1.2.2
U+026d uni026D              1.2.2
U+026e uni026E              1.2.2
U+026f uni026F              1.2.2
U+0270 uni0270              1.2.2
U+0271 uni0271              1.2.2
U+0272 uni0272              1.2.2
U+0273 uni0273              1.2.2
U+0274 uni0274              1.2.2
U+0275 uni0275              1.2.2
U+0276 uni0276              1.2.2
U+0277 uni0277              1.2.2
U+0278 uni0278              1.2.2
U+0279 uni0279              1.2.2
U+027a uni027A              1.2.2
U+027b uni027B              1.2.2
U+027c uni027C              1.2.2
U+027d uni027D              1.2.2
U+027e uni027E              1.2.2
